row_key,name,family,width_cm,height_cm,qty,current_price,current_source,engine_name,engine_price,binding_rule,target_price,target_source,delta_current_pct,delta_target_pct,flag,notes
פליירים 10/15 דו או חד צדדי 300 יחי,פליירים 10/15 דו או חד צדדי 300 יחי,פליירים,15,10,300,232,senzey_price,anchor_curve,130,עקומת המשפחה,,,-44,,REVIEW,
new-postcards-500,גלויות 10/15 — 500 יח,גלויות,15,10,500,,,,,,,,,,NO_ENGINE,
הדפסה מגנט 10/15 500 יחידות,הדפסה מגנט 10/15 500 יחידות,מגנטים,15,10,500,750,senzey_price,,,,,,,,NO_ENGINE,
הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם קוטר 10-15 סמ-q500,הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם קוטר 10-15 ס''מ 500 יחידות,מדבקות,10,15,500,340,senzey_price,anchor_curve,375,מחיר עוגן,,,10.3,,REVIEW,
הדפסה על מגנט 1000 יחי 10/15,הדפסה על מגנט 1000 יחי 10/15,מגנטים,15,10,1000,1392,senzey_price,,,,,,,,NO_ENGINE,
הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם קוטר 10-15 סמ-q1000,הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם קוטר 10-15 ס''מ 1000 יחידות,מדבקות,10,15,1000,590,senzey_price,anchor_curve,595,מחיר עוגן,,,0.8,,,
פליירים 10/15 דו או חד צדדי 1000 יחי,פליירים 10/15 דו או חד צדדי 1000 יחי,פליירים,15,10,1000,348,senzey_price,anchor_curve,348,מחיר עוגן,330,בסיס 10/15 מאושר,0,5.5,REVIEW,
הדפסה מגנט 10/15 2000 יחידות,הדפסה מגנט 10/15 2000 יחידות,מגנטים,15,10,2000,2300,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנט 3000 יחי 10/15,הדפסה על מגנט 3000 יחי 10/15,מגנטים,15,10,3000,2900,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנט 5000 יחי 10/15,הדפסה על מגנט 5000 יחי 10/15,מגנטים,15,10,5000,4542,senzey_price,,,,,,,,NO_ENGINE,
פליירים 10/15 דו או חד צדדי 5000 יחי,פליירים 10/15 דו או חד צדדי 5000 יחי,פליירים,15,10,5000,1093,senzey_price,anchor_curve,500,מחיר עוגן,,,-54.3,,REVIEW,
הדפסת תפריטים 10/20,הדפסת תפריטים 10/20,אחר,20,10,1,1.5,senzey_price,,,,,,,,NO_ENGINE,
הדפסת תפריטים 10/20 50 יחי,הדפסת תפריטים 10/20 50 יחי,אחר,20,10,50,75,senzey_price,,,,,,,,NO_ENGINE,
הדפסת תפריטים 10/20 100 יחי,הדפסת תפריטים 10/20 100 יחי,אחר,20,10,100,150,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנט 600 יחי 20/10,הדפסה על מגנט 600 יחי 20/10,מגנטים,20,10,600,1334,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנט 1000 יחי 20/10,הדפסה על מגנט 1000 יחי 20/10,מגנטים,20,10,1000,1740,senzey_price,,,,,,,,NO_ENGINE,
20/10 הדפסה על מגנט 5000 יחידות,20/10 הדפסה על מגנט 5000 יחידות,מגנטים,20,10,5000,7000,senzey_price,,,,,,,,NO_ENGINE,
הזמנות לאירועים 17/12 50 יחי,הזמנות לאירועים 17/12 50 יחי,הזמנות,17,12,50,75,senzey_price,,,,,,,,NO_ENGINE,
הזמנות לאירועים 17/12 100 יחי,הזמנות לאירועים 17/12 100 יחי,הזמנות,17,12,100,140,senzey_price,,,,,,,,NO_ENGINE,
הזמנות לאירועים 17/12 150 יחי,הזמנות לאירועים 17/12 150 יחי,הזמנות,17,12,150,202,senzey_price,,,,,,,,NO_ENGINE,
הזמנות לאירועים 17/12 200 יחי,הזמנות לאירועים 17/12 200 יחי,הזמנות,17,12,200,260,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנטים 100 יחי 10/22,הדפסה על מגנטים 100 יחי 10/22,מגנטים,22,10,100,464,senzey_price,,,,,,,,NO_ENGINE,
תמונה על בלוק עץ 15/15,תמונה על בלוק עץ 15/15,בלוק עץ,15,15,1,57,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנט 15/15,הדפסה על מגנט 15/15,מגנטים,15,15,1,17,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנט 250 יחי 15/15,הדפסה על מגנט 250 יחי 15/15,מגנטים,15,15,250,522,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנט 500 יחי 15/15,הדפסה על מגנט 500 יחי 15/15,מגנטים,15,15,500,1600,senzey_price,,,,,,,,NO_ENGINE,
תמונה על בלוק עץ 13/18,תמונה על בלוק עץ 13/18,בלוק עץ,18,13,1,60,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנט 13/18,הדפסה על מגנט 13/18,מגנטים,18,13,1,12,senzey_price,,,,,,,,NO_ENGINE,
500 יחידות מעטפות 23/11,500 יחידות מעטפות 23/11,מעטפות,23,11,500,293,senzey_price,,,,,,,,NO_ENGINE,
1000 יח מעטפות 23/11,1000 יח מעטפות 23/11,מעטפות,23,11,1000,650,senzey_price,,,,,,,,NO_ENGINE,
1000 יחידות מעטפות 23/11 הדפסה צבעונית,1000 יחידות מעטפות 23/11 הדפסה צבעונית,מעטפות,23,11,1000,650,senzey_price,,,,470,יעד כיווני: 650 → ~470,,38.3,NO_ENGINE,
1000 יחידות מעטפות 23/11 הדפסה שחור לבן,1000 יחידות מעטפות 23/11 הדפסה שחור לבן,מעטפות,23,11,1000,450,senzey_price,,,,,,,,NO_ENGINE,
הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם קוטר 17-17 80 יחי,הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם קוטר 17-17 80 יחי,מדבקות,17,17,80,270,senzey_price,anchor_curve,176,ריצה קצרה,,,-34.8,,REVIEW,
הדפסת לוח שנה מגנט 21/14 ספירלה. 500 יחידות,הדפסת לוח שנה מגנט 21/14 ספירלה. 500 יחידות,מגנטים,21,14,500,1850,senzey_price,,,,,,,,NO_ENGINE,
לוח שנה מגנט 500 יחי 14/21,לוח שנה מגנט 500 יחי 14/21,מגנטים,21,14,500,1682,senzey_price,,,,,,,,NO_ENGINE,
הדפסת לוח שנה מגנט 21/14 ספירלה. 1000 יחידות,הדפסת לוח שנה מגנט 21/14 ספירלה. 1000 יחידות,מגנטים,21,14,1000,2983,senzey_price,,,,,,,,NO_ENGINE,
לוח שנה מגנט 1000 יחי 14/21,לוח שנה מגנט 1000 יחי 14/21,מגנטים,21,14,1000,2668,senzey_price,,,,,,,,NO_ENGINE,
לוח שנה מגנט 14/21 2000 יחידות ספירלה,לוח שנה מגנט 14/21 2000 יחידות ספירלה,מגנטים,21,14,2000,4800,senzey_price,,,,,,,,NO_ENGINE,
הדפסת לוח שנה מגנט 21/14 ספירלה. 5000 יחידות,הדפסת לוח שנה מגנט 21/14 ספירלה. 5000 יחידות,מגנטים,21,14,5000,12075,senzey_price,,,,,,,,NO_ENGINE,
לוח שנה מגנט 5000 יחי 14/21 ספירלה,לוח שנה מגנט 5000 יחי 14/21 ספירלה,מגנטים,21,14,5000,10274,senzey_price,,,,,,,,NO_ENGINE,
פרספקט 30/10,פרספקט 30/10,אחר,30,10,1,120,senzey_price,,,,,,,,NO_ENGINE,
תמונה על בלוק עץ 15/20,תמונה על בלוק עץ 15/20,בלוק עץ,20,15,1,75,senzey_price,,,,,,,,NO_ENGINE,
25 / 12 מגנט,25 * 12 מגנט,מגנטים,25,12,1,50,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנט 20/15,הדפסה על מגנט 20/15,מגנטים,20,15,1,17,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על אבן בזלת 20/15,הדפסה על אבן בזלת 20/15,מתנות,20,15,1,100,site_price,,,,,,,,NO_ENGINE,
15/20 50 יחידות הדפסה על מגנט,15/20 50 יחידות הדפסה על מגנט,מגנטים,20,15,50,750,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנט 100 יחי 15/20,הדפסה על מגנט 100 יחי 15/20,מגנטים,20,15,100,1725,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנט 430 יחידות 20/15,הדפסה על מגנט 430 יחידות 20/15,מגנטים,20,15,430,1250,senzey_price,,,,,,,,NO_ENGINE,
5000 יחידות תל דלת 30/10 גרם 130 נייר,5000 יחידות תל דלת 30/10 גרם 130 נייר,אחר,30,10,5000,2200,senzey_price,,,,,,,,NO_ENGINE,
הזמנת עבודה A5 עשר פנקסים מקור + 2 העתקים,הזמנת עבודה A5 עשר פנקסים מקור + 2 העתקים,חשבוניות,14.8,21,10,280,senzey_price,unit_floor,320,מחיר עוגן,320,מחיר מבנה אחיד,14.3,0,REVIEW,חשבוניות: מספר סטים לפנקס (25/50) טרם אומת בסנזיי — המחיר עשוי להשתנות (TODO)
חשבונית מס / קבלה A5 עשר פנקסים מקור + 2 העתקים,חשבונית מס / קבלה A5 עשר פנקסים מקור + 2 העתקים,חשבוניות,14.8,21,10,320,senzey_price,unit_floor,320,מחיר עוגן,320,מחיר מבנה אחיד,0,0,,חשבוניות: מספר סטים לפנקס (25/50) טרם אומת בסנזיי — המחיר עשוי להשתנות (TODO)
חשבונית מס A5 עשר פנקסים מקור + 2 העתקים,חשבונית מס A5 עשר פנקסים מקור + 2 העתקים,חשבוניות,14.8,21,10,320,senzey_price,unit_floor,320,מחיר עוגן,320,מחיר מבנה אחיד,0,0,,חשבוניות: מספר סטים לפנקס (25/50) טרם אומת בסנזיי — המחיר עשוי להשתנות (TODO)
חשבונית עסקה A5 עשר פנקסים מקור + 2 העתקים,חשבונית עסקה A5 עשר פנקסים מקור + 2 העתקים,חשבוניות,14.8,21,10,320,senzey_price,unit_floor,320,מחיר עוגן,320,מחיר מבנה אחיד,0,0,,חשבוניות: מספר סטים לפנקס (25/50) טרם אומת בסנזיי — המחיר עשוי להשתנות (TODO)
קבלות A5 עשר פנקסים מקור + 2 העתקים,קבלות A5 עשר פנקסים מקור + 2 העתקים,חשבוניות,14.8,21,10,320,senzey_price,unit_floor,320,מחיר עוגן,320,מחיר מבנה אחיד,0,0,,חשבוניות: מספר סטים לפנקס (25/50) טרם אומת בסנזיי — המחיר עשוי להשתנות (TODO)
תעודת משלוח A5 עשרה פנקסים,תעודת משלוח A5 עשרה פנקסים,חשבוניות,14.8,21,10,323,senzey_price,unit_floor,320,מחיר עוגן,320,מחיר מבנה אחיד,-0.9,0,,חשבוניות: מספר סטים לפנקס (25/50) טרם אומת בסנזיי — המחיר עשוי להשתנות (TODO)
תמונה על בלוק עץ 15/21,תמונה על בלוק עץ 15/21,בלוק עץ,21,15,1,85,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנט 21/15,הדפסה על מגנט 21/15,מגנטים,21,15,1,12,senzey_price,,,,,,,,NO_ENGINE,
שלט PVC 15/21,שלט PVC 15/21,שלטי PVC,21,15,1,30,senzey_price,size_ladder,30,מחיר מאומת מהקטלוג,,,0,,,
שלט PVC בגודל שלט חדר מדרגות 15/21,שלט PVC בגודל שלט חדר מדרגות 15/21,שלטי PVC,21,15,1,30,site_price,size_ladder,30,מחיר מאומת מהקטלוג,,,0,,,
פליירים 15/21 דו או חד צדדי 50 יחי,פליירים 15/21 דו או חד צדדי 50 יחי,פליירים,21,15,50,58,senzey_price,anchor_curve,85,מחיר עוגן,,,46.6,,REVIEW,
פליירים 15/21 דו או חד צדדי 200 יחי,פליירים 15/21 דו או חד צדדי 200 יחי,פליירים,21,15,200,232,senzey_price,anchor_curve,130,עקומת המשפחה,125,ספק: 351 → ₪125,-44,4,REVIEW,
פליירים 15/21 דו או חד צדדי 300 יחי,פליירים 15/21 דו או חד צדדי 300 יחי,פליירים,21,15,300,348,senzey_price,anchor_curve,155,עקומת המשפחה,170,ספק: 417 → ₪170,-55.5,-8.8,REVIEW,
פליירים 15/21 דו או חד צדדי 400 יחי,פליירים 15/21 דו או חד צדדי 400 יחי,פליירים,21,15,400,232,senzey_price,anchor_curve,190,עקומת המשפחה,,,-18.1,,REVIEW,
פליירים 15/21 דו או חד צדדי 500 יחי,פליירים 15/21 דו או חד צדדי 500 יחי,פליירים,21,15,500,220,senzey_price,anchor_curve,225,מחיר עוגן,225,עקומת A5 מאושרת,2.3,0,,
פליירים 15/21 דו או חד צדדי 1000 יחי,פליירים 15/21 דו או חד צדדי 1000 יחי,פליירים,21,15,1000,418,senzey_price,anchor_curve,395,מחיר עוגן,395,עקומת A5 מאושרת,-5.5,0,REVIEW,
פליירים 15/21 דו או חד צדדי 2000 יחי,פליירים 15/21 דו או חד צדדי 2000 יחי,פליירים,21,15,2000,500,senzey_price,anchor_curve,475,מחיר עוגן,475,עקומת A5 מאושרת,-5,0,REVIEW,
פליירים 15/21 דו או חד צדדי 3000 יחי,פליירים 15/21 דו או חד צדדי 3000 יחי,פליירים,21,15,3000,650,senzey_price,anchor_curve,535,מחיר עוגן,535,עקומת A5 מאושרת,-17.7,0,REVIEW,
פליירים 15/21 דו או חד צדדי 5000 יחי,פליירים 15/21 דו או חד צדדי 5000 יחי,פליירים,21,15,5000,780,senzey_price,anchor_curve,600,מחיר עוגן,600,עקומת A5 מאושרת,-23.1,0,REVIEW,
פליירים 15/21 דו או חד צדדי 10.000 יחי,פליירים 15/21 דו או חד צדדי 10.000 יחי,פליירים,21,15,10000,1093,site_price,anchor_curve,1093,מחיר עוגן,1093,עקומת A5 מאושרת,0,0,,
הדפסה על אבן בזלת 20/20,הדפסה על אבן בזלת 20/20,מתנות,20,20,1,100,site_price,,,,,,,,NO_ENGINE,
הדפסה על קאפה 20/20,הדפסה על קאפה 20/20,קאפה,20,20,1,40,senzey_price,sheet_yield,40,מחיר עוגן,,,0,,,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 20/20,הדפסה על קנבס 20/20,קנבס,20,20,1,59,senzey_price,size_ladder,59,מחיר עוגן,59,הוזלה מאושרת,0,0,,
10 פנקסים 24/17,10 פנקסים 24/17,פנקסים,24,17,1,,,unit_floor,,,,,,,NO_QUOTE,אין מחיר מוגדר למבנה/כמות זו — מחירי החבילות אינם ליניאריים · חשבוניות: מספר סטים לפנקס (25/50) טרם אומת בסנזיי — המחיר עשוי להשתנות (TODO)
דף בריסטול 30/15,דף בריסטול 30*15,אחר,30,15,1,3,senzey_price,,,,,,,,NO_ENGINE,
1000 יח מעטפות 25/18,1000 יח מעטפות 25/18,מעטפות,25,18,1000,750,senzey_price,,,,,,,,NO_ENGINE,
1000 יחידות מעטפות 25/18 הדפסה צבעונית,1000 יחידות מעטפות 25/18 הדפסה צבעונית,מעטפות,25,18,1000,750,senzey_price,,,,470,יעד כיווני: 650 → ~470,,59.6,NO_ENGINE,
1000 יחידות מעטפות 25/18 הדפסה שחור לבן,1000 יחידות מעטפות 25/18 הדפסה שחור לבן,מעטפות,25,18,1000,600,senzey_price,,,,,,,,NO_ENGINE,
דף 22/22 כרומו,דף 22*22 כרומו,אחר,22,22,1,10,senzey_price,,,,,,,,NO_ENGINE,
הדפסת תפריטים 20/30,הדפסת תפריטים 20/30,אחר,30,20,1,6,senzey_price,,,,,,,,NO_ENGINE,
תמונה על בלוק עץ 20/30,תמונה על בלוק עץ 20/30,בלוק עץ,30,20,1,120,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על לוקובונד 20/30,הדפסה על לוקובונד 20/30,הדפסה על לוקובונד,30,20,1,70,senzey_price,,,,,,,,NO_ENGINE,
הדפסת תמונות על זכוכית בעיצוב אישי 20/30,הדפסת תמונות על זכוכית בעיצוב אישי 20/30,זכוכית,30,20,1,130,senzey_price,size_ladder,160,מחיר עוגן,160,נשמר,23.1,0,REVIEW,
הדפסה על מגנט 20/30,הדפסה על מגנט 20/30,מגנטים,30,20,1,35,senzey_price,,,,,,,,NO_ENGINE,
הדפסת על מגנט 20/30,הדפסת על מגנט 20/30,מגנטים,30,20,1,24,senzey_price,,,,,,,,NO_ENGINE,
מדבקות לוגו לרכב 20/30,מדבקות לוגו לרכב 20/30,מדבקות,30,20,1,95,senzey_price,anchor_curve,,,,,,,NO_QUOTE,
הדפסה על אבן בזלת 20/30,הדפסה על אבן בזלת 20/30,מתנות,30,20,1,120,site_price,,,,,,,,NO_ENGINE,
הדפסה על קאפה 20/30,הדפסה על קאפה 20/30,קאפה,30,20,1,51,senzey_price,sheet_yield,60,לפי עלות,,,17.6,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 20/30,הדפסה על קנבס 20/30,קנבס,30,20,1,71,senzey_price,size_ladder,71,מחיר עוגן,,,0,,,
הדפסה על שלט PVC 20/30,הדפסה על שלט PVC 20/30,שלטי PVC,30,20,1,35,senzey_price,size_ladder,35,מחיר מאומת מהקטלוג,30,סולם מאושר,0,16.7,REVIEW,
שלט PVC בגודל 20/30 סמ שילוט אסור לעשן,"שלט PVC בגודל 20/30 ס""מ שילוט אסור לעשן",שלטי PVC,30,20,1,35,senzey_price,size_ladder,35,מחיר מאומת מהקטלוג,30,סולם מאושר,0,16.7,REVIEW,
שלט PVC בגודל 20/30 סמ שילוט המקום מצולם,"שלט PVC בגודל 20/30 ס""מ שילוט המקום מצולם",שלטי PVC,30,20,1,35,senzey_price,size_ladder,35,מחיר מאומת מהקטלוג,30,סולם מאושר,0,16.7,REVIEW,
שלט PVC בגודל 20/30 סמ שילוט לנכים,"שלט PVC בגודל 20/30 ס""מ שילוט לנכים",שלטי PVC,30,20,1,35,senzey_price,size_ladder,35,מחיר מאומת מהקטלוג,30,סולם מאושר,0,16.7,REVIEW,
שלט PVC בגודל 20/30 סמ שלטי חניה,"שלט PVC בגודל 20/30 ס""מ שלטי חניה",שלטי PVC,30,20,1,35,senzey_price,size_ladder,35,מחיר מאומת מהקטלוג,30,סולם מאושר,0,16.7,REVIEW,
שלט PVC בגודל 20/30 סמ שלטי כיבוי אש,"שלט PVC בגודל 20/30 ס""מ שלטי כיבוי אש",שלטי PVC,30,20,1,35,senzey_price,size_ladder,35,מחיר מאומת מהקטלוג,30,סולם מאושר,0,16.7,REVIEW,
שלט PVC בגודל 20/30 סמ שלטי כלבים,"שלט PVC בגודל 20/30 ס""מ שלטי כלבים",שלטי PVC,30,20,1,35,senzey_price,size_ladder,35,מחיר מאומת מהקטלוג,30,סולם מאושר,0,16.7,REVIEW,
שלט PVC בגודל 20/30 סמ שלטים לאתרי בניין/קבלנים,"שלט PVC בגודל 20/30 ס""מ שלטים לאתרי בניין/קבלנים",שלטי PVC,30,20,1,35,senzey_price,size_ladder,35,מחיר מאומת מהקטלוג,30,סולם מאושר,0,16.7,REVIEW,
שלט לדלת בעיצוב אישי שלט PVC בגודל 20/30 סמ,"שלט לדלת בעיצוב אישי שלט PVC בגודל 20/30 ס""מ",שלטי PVC,30,20,1,35,site_price,size_ladder,35,מחיר מאומת מהקטלוג,30,סולם מאושר,0,16.7,REVIEW,
הדפסת תפריטים 20/30 50 יחי,הדפסת תפריטים 20/30 50 יחי,אחר,30,20,50,300,senzey_price,,,,,,,,NO_ENGINE,
הדפסת תפריטים 20/30 100 יחי,הדפסת תפריטים 20/30 100 יחי,אחר,30,20,100,500,senzey_price,,,,,,,,NO_ENGINE,
פליירים 20/30 דו או חד צדדי 200 יחי,פליירים 20/30 דו או חד צדדי 200 יחי,פליירים,30,20,200,345,senzey_price,anchor_curve,225,עקומת המשפחה,,,-34.8,,REVIEW,
פליירים 20/30 דו או חד צדדי 500 יחי,פליירים 20/30 דו או חד צדדי 500 יחי,פליירים,30,20,500,450,senzey_price,anchor_curve,405,מחיר עוגן,,,-10,,REVIEW,
פליירים 20/30 דו או חד צדדי 1000 יחי,פליירים 20/30 דו או חד צדדי 1000 יחי,פליירים,30,20,1000,805,senzey_price,anchor_curve,710,מחיר עוגן,,,-11.8,,REVIEW,
חשבונית מס / קבלה A4 שישיות עשר פנקסים מקור + 2 העתקים,חשבונית מס / קבלה A4 שישיות עשר פנקסים מקור + 2 העתקים,חשבוניות,21,29.7,10,418,senzey_price,unit_floor,418,מחיר עוגן,418,מחיר מבנה אחיד,0,0,,חשבוניות: מספר סטים לפנקס (25/50) טרם אומת בסנזיי — המחיר עשוי להשתנות (TODO)
קבלת עוסק פטור A4 עשרה פנקסים,קבלת עוסק פטור A4 עשרה פנקסים,חשבוניות,21,29.7,10,442,senzey_price,unit_floor,418,מחיר מאומת מהקטלוג,418,מחיר מבנה אחיד,-5.4,0,REVIEW,חשבוניות: מספר סטים לפנקס (25/50) טרם אומת בסנזיי — המחיר עשוי להשתנות (TODO)
בריסטול 22/35 סמ,בריסטול 22*35 ס״מ,אחר,35,22,1,10,senzey_price,,,,,,,,NO_ENGINE,
בריסטול 35/22 סמ,בריסטול 35*22 ס״מ,אחר,35,22,1,5,senzey_price,,,,,,,,NO_ENGINE,
1000 יח מעטפות 34/24,1000 יח מעטפות 34/24,מעטפות,34,24,1000,1050,senzey_price,,,,,,,,NO_ENGINE,
1000 יחידות מעטפות הדפסה צבעונית 34/24,1000 יחידות מעטפות הדפסה צבעונית 34/24,מעטפות,34,24,1000,800,senzey_price,,,,470,יעד כיווני: 650 → ~470,,70.2,NO_ENGINE,
הדפסה על לוקובונד 30/30,הדפסה על לוקובונד 30/30,הדפסה על לוקובונד,30,30,1,100,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנט 30/30,הדפסה על מגנט 30/30,מגנטים,30,30,1,50,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על קאפה 30/30,הדפסה על קאפה 30/30,קאפה,30,30,1,55,senzey_price,sheet_yield,55,מחיר עוגן,,,0,,,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 30/30,הדפסה על קנבס 30/30,קנבס,30,30,1,99,senzey_price,size_ladder,99,מחיר עוגן,,,0,,,
שלט PVC בגודל שלט חדר מדרגות 30/30,הדפסה על שלט PVC 30/30,שלטי PVC,30,30,1,40,senzey_price,size_ladder,40,מחיר עוגן,,,0,,,
הדפסה על שמשונית 30/30 סמ,"הדפסה על שמשונית 30/30 ס""מ",שמשונית,30,30,1,60,senzey_price,per_m2,60,מחיר עוגן,,,0,,,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם 56/17 סמ,הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם 56/17 ס''מ,מדבקות,56,17,1,95,senzey_price,anchor_curve,,,,,,,NO_QUOTE,
PVC 25/40,הדפסה על שלט PVC 25/40,שלטי PVC,40,25,1,35,senzey_price,size_ladder,40,עקומת המשפחה,,,14.3,,REVIEW,
הדפסה על לוקובונד 30/40,הדפסה על לוקובונד 30/40,הדפסה על לוקובונד,40,30,1,100,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על קאפה 30/40,הדפסה על קאפה 30/40,קאפה,40,30,1,60,senzey_price,sheet_yield,60,לפי עלות,,,0,,,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 30/40,הדפסה על קנבס 30/40,קנבס,40,30,1,105,senzey_price,size_ladder,105,מחיר עוגן,,,0,,,
הדפסה על שלט PVC 30/40,הדפסה על שלט PVC 30/40,שלטי PVC,40,30,1,50,senzey_price,size_ladder,40,מחיר עוגן,,,-20,,REVIEW,
הדפסת תמונות על זכוכית בעיצוב אישי 30/45,הדפסת תמונות על זכוכית בעיצוב אישי 30/45,זכוכית,45,30,1,220,senzey_price,size_ladder,220,עקומת המשפחה,,,0,,,
הדפסה על קאפה 30/45,הדפסה על קאפה 30/45,קאפה,45,30,1,75,senzey_price,sheet_yield,75,מחיר עוגן,,,0,,,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 30/45,הדפסה על קנבס 30/45,קנבס,45,30,1,105,senzey_price,size_ladder,105,מחיר עוגן,,,0,,,
שלט PVC בגודל שלט חדר מדרגות 30/45,שלט PVC בגודל שלט חדר מדרגות 30/45,שלטי PVC,45,30,1,50,senzey_price,size_ladder,44,עקומת המשפחה,,,-12,,REVIEW,
הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם 70/20 סמ,הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם 70/20 ס''מ,מדבקות,70,20,1,95,senzey_price,anchor_curve,,,,,,,NO_QUOTE,
הדפסה על קנבס 50/30,הדפסה על קנבס 50/30,קנבס,50,30,1,110,senzey_price,size_ladder,115,מחיר עוגן,,,4.5,,REVIEW,
שלט מגנט לרכב 2 יחי 47/32 סמ,שלט מגנט לרכב 2 יחי 47X32 ס''מ,מגנטים,47,32,2,253,senzey_price,,,,,,,,NO_ENGINE,
שלט PVC בגודל שלט חדר מדרגות 35/45,שלט PVC בגודל שלט חדר מדרגות 35/45,שלטי PVC,45,35,1,50,senzey_price,size_ladder,49,עקומת המשפחה,,,-2,,,
הדפסה על שמשונית 45/35 סמ,"הדפסה על שמשונית 45/35 ס""מ",שמשונית,45,35,1,65,senzey_price,per_m2,65,מינימום חבילה,,,0,,,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על לוקובונד 40/40,הדפסה על לוקובונד 40/40,הדפסה על לוקובונד,40,40,1,120,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על פוליגל 40/40 סמ,"הדפסה על פוליגל 40/40 ס""מ",פוליגל,40,40,1,55,senzey_price,size_ladder,55,מחיר עוגן,,,0,,,
הדפסה על קאפה 40/40,הדפסה על קאפה 40/40,קאפה,40,40,1,86,senzey_price,sheet_yield,86,מחיר עוגן,,,0,,,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 40/40,הדפסה על קנבס 40/40,קנבס,40,40,1,110,senzey_price,size_ladder,115,עקומת המשפחה,,,4.5,,REVIEW,
הדפסה על שמשונית 40/40 סמ,"הדפסה על שמשונית 40X40 ס""מ",שמשונית,40,40,1,65,senzey_price,per_m2,65,מינימום חבילה,,,0,,,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על פוליגל 40/40 סמ 10 יחי,"הדפסה על פוליגל 40/40 ס""מ 10 יחי",פוליגל,40,40,10,295,senzey_price,size_ladder,295,מדרגת כמות,295,חבילה מאושרת,0,0,,
הדפסה על שמשונית 40/40 סמ 10 יחי,"הדפסה על שמשונית 40X40 ס""מ 10 יחי",שמשונית,40,40,10,465,senzey_price,per_m2,465,מחיר עוגן,,,0,,,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
פרספקט 45/36,פרספקט 45*36,אחר,45,36,1,150,senzey_price,,,,,,,,NO_ENGINE,
אלבום דיגיטלי 30/60,אלבום דיגיטלי 30*60,אלבומים,60,30,1,371,senzey_price,,,,,,,,NO_ENGINE,
